id,dataset,label,medical_topic,word_count,sentence_count,avg_sentence_length,lexical_diversity,avg_word_length,punctuation_density
hc3_medicine_9_human_0,hc3_medicine,human,,120,11,10.909090909090908,0.7666666666666667,5.325,0.125
hc3_medicine_9_ai_0,hc3_medicine,ai,,202,11,18.363636363636363,0.5198019801980198,4.742574257425742,0.13366336633663367
hc3_medicine_10_human_0,hc3_medicine,human,,63,9,7.0,0.6984126984126984,5.190476190476191,0.15873015873015872
hc3_medicine_10_ai_0,hc3_medicine,ai,,309,12,25.75,0.5275080906148867,5.135922330097087,0.15857605177993528
hc3_medicine_11_human_0,hc3_medicine,human,,80,7,11.428571428571429,0.7125,4.3625,0.125
hc3_medicine_11_ai_0,hc3_medicine,ai,,325,17,19.11764705882353,0.6061538461538462,5.2215384615384615,0.1076923076923077
hc3_medicine_12_human_0,hc3_medicine,human,,75,5,15.0,0.8133333333333334,4.96,0.10666666666666667
hc3_medicine_12_ai_0,hc3_medicine,ai,,161,7,23.0,0.546583850931677,4.84472049689441,0.09316770186335403
hc3_medicine_13_human_0,hc3_medicine,human,,22,3,7.333333333333333,0.9090909090909091,4.681818181818182,0.18181818181818182
hc3_medicine_13_ai_0,hc3_medicine,ai,,320,14,22.857142857142858,0.43125,4.8625,0.134375
hc3_medicine_14_human_0,hc3_medicine,human,,143,18,7.944444444444445,0.7412587412587412,4.664335664335664,0.1888111888111888
hc3_medicine_14_ai_0,hc3_medicine,ai,,143,7,20.428571428571427,0.6503496503496503,5.048951048951049,0.11888111888111888
hc3_medicine_15_human_0,hc3_medicine,human,,135,9,15.0,0.7037037037037037,5.044444444444444,0.17777777777777778
hc3_medicine_15_ai_0,hc3_medicine,ai,,243,10,24.3,0.5349794238683128,5.530864197530864,0.13168724279835392
hc3_medicine_16_human_0,hc3_medicine,human,,73,5,14.6,0.7945205479452054,4.808219178082192,0.1095890410958904
hc3_medicine_16_ai_0,hc3_medicine,ai,,142,7,20.285714285714285,0.6338028169014085,5.204225352112676,0.1056338028169014
hc3_medicine_17_human_0,hc3_medicine,human,,76,6,12.666666666666666,0.7631578947368421,5.342105263157895,0.10526315789473684
hc3_medicine_17_ai_0,hc3_medicine,ai,,191,7,27.285714285714285,0.581151832460733,4.87958115183246,0.1256544502617801
hc3_medicine_18_human_0,hc3_medicine,human,,229,16,14.3125,0.5851528384279476,4.672489082969432,0.13537117903930132
hc3_medicine_18_ai_0,hc3_medicine,ai,,198,7,28.285714285714285,0.47474747474747475,5.121212121212121,0.10606060606060606
hc3_medicine_19_human_0,hc3_medicine,human,,41,2,20.5,0.926829268292683,5.097560975609756,0.12195121951219512
hc3_medicine_19_ai_0,hc3_medicine,ai,,177,8,22.125,0.5028248587570622,4.8192090395480225,0.10734463276836158
hc3_medicine_20_human_0,hc3_medicine,human,,154,8,19.25,0.6493506493506493,4.5519480519480515,0.06493506493506493
hc3_medicine_20_ai_0,hc3_medicine,ai,,244,13,18.76923076923077,0.5122950819672131,5.536885245901639,0.21311475409836064
hc3_medicine_21_human_0,hc3_medicine,human,,60,6,10.0,0.7333333333333333,4.716666666666667,0.2
hc3_medicine_21_ai_0,hc3_medicine,ai,,166,8,20.75,0.5301204819277109,5.234939759036145,0.12650602409638553
hc3_medicine_22_human_0,hc3_medicine,human,,87,10,8.7,0.7011494252873564,5.172413793103448,0.3103448275862069
hc3_medicine_22_ai_0,hc3_medicine,ai,,211,9,23.444444444444443,0.5355450236966824,5.274881516587678,0.11374407582938388
hc3_medicine_23_human_0,hc3_medicine,human,,69,7,9.857142857142858,0.8260869565217391,4.608695652173913,0.17391304347826086
hc3_medicine_23_ai_0,hc3_medicine,ai,,248,9,27.555555555555557,0.4274193548387097,4.935483870967742,0.16532258064516128
hc3_medicine_24_human_0,hc3_medicine,human,,66,7,9.428571428571429,0.8333333333333334,4.53030303030303,0.19696969696969696
hc3_medicine_24_ai_0,hc3_medicine,ai,,197,12,16.416666666666668,0.5685279187817259,4.888324873096447,0.14720812182741116
hc3_medicine_25_human_0,hc3_medicine,human,,63,2,31.5,0.8095238095238095,4.2063492063492065,0.20634920634920634
hc3_medicine_25_ai_0,hc3_medicine,ai,,236,10,23.6,0.4788135593220339,4.864406779661017,0.09745762711864407
hc3_medicine_26_human_0,hc3_medicine,human,,195,13,15.0,0.5538461538461539,4.764102564102564,0.09743589743589744
hc3_medicine_26_ai_0,hc3_medicine,ai,,245,10,24.5,0.5224489795918368,5.0,0.09795918367346938
hc3_medicine_27_human_0,hc3_medicine,human,,72,8,9.0,0.7361111111111112,3.9583333333333335,0.125
hc3_medicine_27_ai_0,hc3_medicine,ai,,304,13,23.384615384615383,0.4769736842105263,4.973684210526316,0.14144736842105263
hc3_medicine_28_human_0,hc3_medicine,human,,40,2,20.0,0.875,4.125,0.075
hc3_medicine_28_ai_0,hc3_medicine,ai,,115,4,28.75,0.6086956521739131,4.843478260869565,0.09565217391304348
hc3_medicine_29_human_0,hc3_medicine,human,,65,8,8.125,0.676923076923077,5.3538461538461535,0.15384615384615385
hc3_medicine_29_ai_0,hc3_medicine,ai,,224,10,22.4,0.5223214285714286,4.580357142857143,0.11607142857142858
hc3_medicine_30_human_0,hc3_medicine,human,,17,2,8.5,0.8823529411764706,4.882352941176471,0.11764705882352941
hc3_medicine_30_ai_0,hc3_medicine,ai,,178,7,25.428571428571427,0.5449438202247191,5.117977528089888,0.07865168539325842
hc3_medicine_31_human_0,hc3_medicine,human,,57,7,8.142857142857142,0.8070175438596491,4.157894736842105,0.12280701754385964
hc3_medicine_31_ai_0,hc3_medicine,ai,,176,8,22.0,0.4659090909090909,4.9375,0.09659090909090909
hc3_medicine_32_human_0,hc3_medicine,human,,86,9,9.555555555555555,0.7325581395348837,4.744186046511628,0.2441860465116279
hc3_medicine_32_ai_0,hc3_medicine,ai,,103,5,20.6,0.6893203883495146,4.669902912621359,0.06796116504854369
hc3_medicine_33_human_0,hc3_medicine,human,,44,4,11.0,0.75,4.25,0.11363636363636363
hc3_medicine_33_ai_0,hc3_medicine,ai,,202,9,22.444444444444443,0.5198019801980198,4.193069306930693,0.10891089108910891
hc3_medicine_34_human_0,hc3_medicine,human,,84,12,7.0,0.8809523809523809,5.0476190476190474,0.25
hc3_medicine_34_ai_0,hc3_medicine,ai,,126,7,18.0,0.7222222222222222,5.055555555555555,0.1984126984126984
hc3_medicine_35_human_0,hc3_medicine,human,,52,8,6.5,0.8269230769230769,5.25,0.17307692307692307
hc3_medicine_35_ai_0,hc3_medicine,ai,,234,11,21.272727272727273,0.5683760683760684,4.897435897435898,0.1581196581196581
hc3_medicine_36_human_0,hc3_medicine,human,,55,3,18.333333333333332,0.5818181818181818,4.636363636363637,0.10909090909090909
hc3_medicine_36_ai_0,hc3_medicine,ai,,16,3,5.333333333333333,1.0,4.3125,0.1875
hc3_medicine_37_human_0,hc3_medicine,human,,74,10,7.4,0.7702702702702703,4.608108108108108,0.16216216216216217
hc3_medicine_37_ai_0,hc3_medicine,ai,,16,3,5.333333333333333,1.0,4.3125,0.1875
hc3_medicine_38_human_0,hc3_medicine,human,,168,16,10.5,0.5952380952380952,4.184523809523809,0.1130952380952381
hc3_medicine_38_ai_0,hc3_medicine,ai,,16,3,5.333333333333333,1.0,4.3125,0.1875
hc3_medicine_39_human_0,hc3_medicine,human,,52,5,10.4,0.8269230769230769,4.576923076923077,0.15384615384615385
hc3_medicine_39_ai_0,hc3_medicine,ai,,16,3,5.333333333333333,1.0,4.3125,0.1875
hc3_medicine_40_human_0,hc3_medicine,human,,73,6,12.166666666666666,0.8082191780821918,4.958904109589041,0.1232876712328767
hc3_medicine_40_ai_0,hc3_medicine,ai,,16,3,5.333333333333333,1.0,4.3125,0.1875
hc3_medicine_41_human_0,hc3_medicine,human,,102,10,10.2,0.6862745098039216,4.892156862745098,0.09803921568627451
hc3_medicine_41_ai_0,hc3_medicine,ai,,16,3,5.333333333333333,1.0,4.3125,0.1875
hc3_medicine_42_human_0,hc3_medicine,human,,74,9,8.222222222222221,0.7297297297297297,4.391891891891892,0.13513513513513514
hc3_medicine_42_ai_0,hc3_medicine,ai,,16,3,5.333333333333333,1.0,4.3125,0.1875
hc3_medicine_43_human_0,hc3_medicine,human,,55,5,11.0,0.8545454545454545,5.0,0.09090909090909091
hc3_medicine_43_ai_0,hc3_medicine,ai,,16,3,5.333333333333333,1.0,4.3125,0.1875
hc3_medicine_44_human_0,hc3_medicine,human,,64,8,8.0,0.8125,5.359375,0.21875
hc3_medicine_44_ai_0,hc3_medicine,ai,,16,3,5.333333333333333,1.0,4.3125,0.1875
hc3_medicine_45_human_0,hc3_medicine,human,,173,19,9.105263157894736,0.7109826589595376,4.797687861271676,0.18497109826589594
hc3_medicine_45_ai_0,hc3_medicine,ai,,223,10,22.3,0.45739910313901344,4.547085201793722,0.14349775784753363
hc3_medicine_46_human_0,hc3_medicine,human,,53,6,8.833333333333334,0.7924528301886793,4.339622641509434,0.1320754716981132
hc3_medicine_46_ai_0,hc3_medicine,ai,,253,11,23.0,0.383399209486166,5.276679841897233,0.07905138339920949
hc3_medicine_47_human_0,hc3_medicine,human,,123,10,12.3,0.7723577235772358,3.951219512195122,0.15447154471544716
hc3_medicine_47_ai_0,hc3_medicine,ai,,171,10,17.1,0.5321637426900585,4.713450292397661,0.15204678362573099
hc3_medicine_48_human_0,hc3_medicine,human,,42,3,14.0,0.8333333333333334,4.976190476190476,0.09523809523809523
hc3_medicine_48_ai_0,hc3_medicine,ai,,118,6,19.666666666666668,0.6016949152542372,5.059322033898305,0.09322033898305085
hc3_medicine_49_human_0,hc3_medicine,human,,24,4,6.0,0.9166666666666666,4.916666666666667,0.125
hc3_medicine_49_ai_0,hc3_medicine,ai,,170,8,21.25,0.5058823529411764,5.1647058823529415,0.09411764705882353
hc3_medicine_50_human_0,hc3_medicine,human,,119,9,13.222222222222221,0.7478991596638656,4.394957983193278,0.1092436974789916
hc3_medicine_50_ai_0,hc3_medicine,ai,,204,9,22.666666666666668,0.4803921568627451,4.470588235294118,0.14215686274509803
hc3_medicine_51_human_0,hc3_medicine,human,,40,6,6.666666666666667,0.9,4.625,0.225
hc3_medicine_51_ai_0,hc3_medicine,ai,,250,12,20.833333333333332,0.524,5.196,0.128
hc3_medicine_52_human_0,hc3_medicine,human,,37,6,6.166666666666667,0.918918918918919,5.513513513513513,0.21621621621621623
hc3_medicine_52_ai_0,hc3_medicine,ai,,318,15,21.2,0.48742138364779874,4.723270440251572,0.11635220125786164
hc3_medicine_53_human_0,hc3_medicine,human,,79,2,39.5,0.7468354430379747,4.6455696202531644,0.10126582278481013
hc3_medicine_53_ai_0,hc3_medicine,ai,,169,9,18.77777777777778,0.5621301775147929,4.372781065088757,0.10059171597633136
hc3_medicine_54_human_0,hc3_medicine,human,,77,5,15.4,0.8051948051948052,4.467532467532467,0.16883116883116883
hc3_medicine_54_ai_0,hc3_medicine,ai,,184,9,20.444444444444443,0.5380434782608695,5.201086956521739,0.09239130434782608
hc3_medicine_55_human_0,hc3_medicine,human,,56,11,5.090909090909091,0.9107142857142857,4.464285714285714,0.30357142857142855
hc3_medicine_55_ai_0,hc3_medicine,ai,,152,8,19.0,0.5657894736842105,4.7631578947368425,0.13815789473684212
hc3_medicine_56_human_0,hc3_medicine,human,,138,16,8.625,0.717391304347826,4.572463768115942,0.17391304347826086
hc3_medicine_56_ai_0,hc3_medicine,ai,,179,8,22.375,0.5921787709497207,5.078212290502793,0.09497206703910614
hc3_medicine_57_human_0,hc3_medicine,human,,36,1,36.0,0.9166666666666666,4.666666666666667,0.0
hc3_medicine_57_ai_0,hc3_medicine,ai,,237,10,23.7,0.4936708860759494,4.746835443037975,0.10548523206751055
hc3_medicine_58_human_0,hc3_medicine,human,,70,7,10.0,0.7714285714285715,4.585714285714285,0.1
hc3_medicine_58_ai_0,hc3_medicine,ai,,278,10,27.8,0.4136690647482014,5.143884892086331,0.12949640287769784
hc3_medicine_59_human_0,hc3_medicine,human,,155,10,15.5,0.6709677419354839,4.451612903225806,0.17419354838709677
hc3_medicine_59_ai_0,hc3_medicine,ai,,176,9,19.555555555555557,0.5568181818181818,4.982954545454546,0.14772727272727273
hc3_medicine_60_human_0,hc3_medicine,human,,88,9,9.777777777777779,0.6931818181818182,4.340909090909091,0.125
hc3_medicine_60_ai_0,hc3_medicine,ai,,225,10,22.5,0.5555555555555556,4.88,0.10666666666666667
hc3_medicine_61_human_0,hc3_medicine,human,,16,2,8.0,0.9375,6.0,0.125
hc3_medicine_61_ai_0,hc3_medicine,ai,,130,7,18.571428571428573,0.5692307692307692,4.876923076923077,0.08461538461538462
hc3_medicine_62_human_0,hc3_medicine,human,,66,11,6.0,0.8181818181818182,4.393939393939394,0.22727272727272727
hc3_medicine_62_ai_0,hc3_medicine,ai,,222,9,24.666666666666668,0.46396396396396394,5.324324324324325,0.1036036036036036
hc3_medicine_63_human_0,hc3_medicine,human,,169,17,9.941176470588236,0.6449704142011834,4.550295857988166,0.16568047337278108
hc3_medicine_63_ai_0,hc3_medicine,ai,,172,7,24.571428571428573,0.5348837209302325,4.674418604651163,0.10465116279069768
hc3_medicine_64_human_0,hc3_medicine,human,,72,10,7.2,0.7777777777777778,4.666666666666667,0.1527777777777778
hc3_medicine_64_ai_0,hc3_medicine,ai,,125,5,25.0,0.584,4.48,0.104
hc3_medicine_65_human_0,hc3_medicine,human,,72,9,8.0,0.8472222222222222,4.597222222222222,0.18055555555555555
hc3_medicine_65_ai_0,hc3_medicine,ai,,154,4,38.5,0.5974025974025974,4.805194805194805,0.08441558441558442
hc3_medicine_66_human_0,hc3_medicine,human,,104,13,8.0,0.7884615384615384,5.211538461538462,0.21153846153846154
hc3_medicine_66_ai_0,hc3_medicine,ai,,133,8,16.625,0.6541353383458647,5.7518796992481205,0.19548872180451127
hc3_medicine_67_human_0,hc3_medicine,human,,74,8,9.25,0.918918918918919,4.256756756756757,0.20270270270270271
hc3_medicine_67_ai_0,hc3_medicine,ai,,177,8,22.125,0.615819209039548,4.68361581920904,0.1807909604519774
hc3_medicine_68_human_0,hc3_medicine,human,,130,9,14.444444444444445,0.7230769230769231,4.8307692307692305,0.12307692307692308
hc3_medicine_68_ai_0,hc3_medicine,ai,,174,7,24.857142857142858,0.5114942528735632,4.7701149425287355,0.08620689655172414
hc3_medicine_69_human_0,hc3_medicine,human,,39,4,9.75,0.8717948717948718,5.153846153846154,0.1282051282051282
hc3_medicine_69_ai_0,hc3_medicine,ai,,272,11,24.727272727272727,0.5257352941176471,5.25,0.1213235294117647
hc3_medicine_70_human_0,hc3_medicine,human,,63,5,12.6,0.8095238095238095,5.0476190476190474,0.1746031746031746
hc3_medicine_70_ai_0,hc3_medicine,ai,,244,11,22.181818181818183,0.5081967213114754,4.975409836065574,0.11065573770491803
hc3_medicine_71_human_0,hc3_medicine,human,,83,6,13.833333333333334,0.7951807228915663,4.36144578313253,0.12048192771084337
hc3_medicine_71_ai_0,hc3_medicine,ai,,197,9,21.88888888888889,0.48223350253807107,4.588832487309645,0.08121827411167512
hc3_medicine_72_human_0,hc3_medicine,human,,87,8,10.875,0.7586206896551724,4.919540229885057,0.11494252873563218
hc3_medicine_72_ai_0,hc3_medicine,ai,,272,12,22.666666666666668,0.49264705882352944,4.911764705882353,0.08823529411764706
hc3_medicine_73_human_0,hc3_medicine,human,,62,2,31.0,0.7903225806451613,4.806451612903226,0.08064516129032258
hc3_medicine_73_ai_0,hc3_medicine,ai,,171,9,19.0,0.43859649122807015,5.005847953216374,0.12280701754385964
hc3_medicine_74_human_0,hc3_medicine,human,,118,14,8.428571428571429,0.6949152542372882,4.533898305084746,0.17796610169491525
hc3_medicine_74_ai_0,hc3_medicine,ai,,204,12,17.0,0.5686274509803921,5.083333333333333,0.16666666666666666
hc3_medicine_75_human_0,hc3_medicine,human,,91,8,11.375,0.6923076923076923,4.8901098901098905,0.10989010989010989
hc3_medicine_75_ai_0,hc3_medicine,ai,,199,9,22.11111111111111,0.5628140703517588,4.663316582914573,0.1457286432160804
hc3_medicine_76_human_0,hc3_medicine,human,,41,2,20.5,0.8048780487804879,4.024390243902439,0.07317073170731707
hc3_medicine_76_ai_0,hc3_medicine,ai,,184,9,20.444444444444443,0.5869565217391305,4.532608695652174,0.14673913043478262
hc3_medicine_77_human_0,hc3_medicine,human,,103,10,10.3,0.6990291262135923,5.0,0.14563106796116504
hc3_medicine_77_ai_0,hc3_medicine,ai,,171,9,19.0,0.6023391812865497,4.637426900584796,0.15204678362573099
hc3_medicine_78_human_0,hc3_medicine,human,,59,7,8.428571428571429,0.8813559322033898,5.711864406779661,0.288135593220339
hc3_medicine_78_ai_0,hc3_medicine,ai,,157,8,19.625,0.554140127388535,4.3949044585987265,0.08280254777070063
hc3_medicine_79_human_0,hc3_medicine,human,,52,2,26.0,0.8076923076923077,4.211538461538462,0.038461538461538464
hc3_medicine_79_ai_0,hc3_medicine,ai,,235,12,19.583333333333332,0.4595744680851064,5.131914893617021,0.13191489361702127
hc3_medicine_80_human_0,hc3_medicine,human,,84,8,10.5,0.7261904761904762,4.904761904761905,0.16666666666666666
hc3_medicine_80_ai_0,hc3_medicine,ai,,220,12,18.333333333333332,0.5136363636363637,5.031818181818182,0.11363636363636363
hc3_medicine_81_human_0,hc3_medicine,human,,45,5,9.0,0.8666666666666667,4.177777777777778,0.2222222222222222
hc3_medicine_81_ai_0,hc3_medicine,ai,,186,9,20.666666666666668,0.4946236559139785,5.252688172043011,0.13978494623655913
hc3_medicine_82_human_0,hc3_medicine,human,,51,6,8.5,0.8431372549019608,4.098039215686274,0.13725490196078433
hc3_medicine_82_ai_0,hc3_medicine,ai,,190,9,21.11111111111111,0.5789473684210527,5.08421052631579,0.12105263157894737
hc3_medicine_83_human_0,hc3_medicine,human,,99,7,14.142857142857142,0.6666666666666666,4.404040404040404,0.08080808080808081
hc3_medicine_83_ai_0,hc3_medicine,ai,,197,9,21.88888888888889,0.49746192893401014,5.091370558375634,0.14213197969543148
hc3_medicine_83_ai_1,hc3_medicine,ai,,107,6,17.833333333333332,0.7850467289719626,5.317757009345795,0.19626168224299065
hc3_medicine_84_human_0,hc3_medicine,human,,40,3,13.333333333333334,0.9,4.75,0.175
hc3_medicine_84_ai_0,hc3_medicine,ai,,162,8,20.25,0.5864197530864198,4.981481481481482,0.11728395061728394
hc3_medicine_84_ai_1,hc3_medicine,ai,,148,8,18.5,0.6554054054054054,5.1891891891891895,0.12837837837837837
hc3_medicine_85_human_0,hc3_medicine,human,,126,15,8.4,0.6825396825396826,4.531746031746032,0.14285714285714285
hc3_medicine_85_ai_0,hc3_medicine,ai,,177,9,19.666666666666668,0.4632768361581921,5.288135593220339,0.14689265536723164
hc3_medicine_86_human_0,hc3_medicine,human,,43,6,7.166666666666667,0.8604651162790697,5.744186046511628,0.20930232558139536
hc3_medicine_86_ai_0,hc3_medicine,ai,,118,5,23.6,0.5338983050847458,4.483050847457627,0.0847457627118644
hc3_medicine_87_human_0,hc3_medicine,human,,246,23,10.695652173913043,0.5975609756097561,4.512195121951219,0.1991869918699187
hc3_medicine_87_ai_0,hc3_medicine,ai,,150,7,21.428571428571427,0.5666666666666667,5.26,0.12
hc3_medicine_88_human_0,hc3_medicine,human,,70,8,8.75,0.8857142857142857,5.385714285714286,0.2
hc3_medicine_88_ai_0,hc3_medicine,ai,,278,12,23.166666666666668,0.4748201438848921,4.974820143884892,0.15467625899280577
hc3_medicine_89_human_0,hc3_medicine,human,,135,16,8.4375,0.7481481481481481,4.533333333333333,0.2
hc3_medicine_89_ai_0,hc3_medicine,ai,,210,9,23.333333333333332,0.5761904761904761,4.633333333333334,0.13333333333333333
hc3_medicine_89_ai_1,hc3_medicine,ai,,232,10,23.2,0.5,4.482758620689655,0.13793103448275862
hc3_medicine_89_ai_2,hc3_medicine,ai,,16,3,5.333333333333333,1.0,4.3125,0.1875
hc3_medicine_90_human_0,hc3_medicine,human,,21,4,5.25,0.8095238095238095,5.809523809523809,0.7619047619047619
hc3_medicine_90_ai_0,hc3_medicine,ai,,226,14,16.142857142857142,0.588495575221239,4.761061946902655,0.15486725663716813
hc3_medicine_90_ai_1,hc3_medicine,ai,,306,19,16.105263157894736,0.5359477124183006,4.705882352941177,0.12418300653594772
hc3_medicine_90_ai_2,hc3_medicine,ai,,37,5,7.4,0.972972972972973,4.513513513513513,0.13513513513513514
hc3_medicine_91_human_0,hc3_medicine,human,,54,4,13.5,0.8148148148148148,4.907407407407407,0.1111111111111111
hc3_medicine_91_ai_0,hc3_medicine,ai,,231,10,23.1,0.5194805194805194,4.645021645021645,0.11255411255411256
hc3_medicine_91_ai_1,hc3_medicine,ai,,214,11,19.454545454545453,0.4532710280373832,4.696261682242991,0.1261682242990654
hc3_medicine_91_ai_2,hc3_medicine,ai,,281,10,28.1,0.39501779359430605,4.644128113879003,0.1103202846975089
hc3_medicine_92_human_0,hc3_medicine,human,,29,2,14.5,0.9310344827586207,4.103448275862069,0.06896551724137931
hc3_medicine_92_ai_0,hc3_medicine,ai,,258,14,18.428571428571427,0.437984496124031,4.395348837209302,0.15891472868217055
hc3_medicine_92_ai_1,hc3_medicine,ai,,123,5,24.6,0.6097560975609756,4.715447154471545,0.12195121951219512
hc3_medicine_92_ai_2,hc3_medicine,ai,,224,12,18.666666666666668,0.5669642857142857,4.803571428571429,0.18303571428571427
hc3_medicine_93_human_0,hc3_medicine,human,,65,8,8.125,0.7846153846153846,4.815384615384615,0.15384615384615385
hc3_medicine_93_ai_0,hc3_medicine,ai,,208,7,29.714285714285715,0.49038461538461536,4.649038461538462,0.125
hc3_medicine_93_ai_1,hc3_medicine,ai,,9,1,9.0,0.8888888888888888,5.111111111111111,0.1111111111111111
hc3_medicine_93_ai_2,hc3_medicine,ai,,203,9,22.555555555555557,0.42857142857142855,4.551724137931035,0.12315270935960591
hc3_medicine_94_human_0,hc3_medicine,human,,138,17,8.117647058823529,0.7318840579710145,4.572463768115942,0.2536231884057971
hc3_medicine_94_ai_0,hc3_medicine,ai,,195,11,17.727272727272727,0.5692307692307692,4.584615384615384,0.1641025641025641
hc3_medicine_94_ai_1,hc3_medicine,ai,,28,3,9.333333333333334,0.8928571428571429,4.821428571428571,0.14285714285714285
hc3_medicine_94_ai_2,hc3_medicine,ai,,142,7,20.285714285714285,0.5633802816901409,4.704225352112676,0.14084507042253522
hc3_medicine_95_human_0,hc3_medicine,human,,122,7,17.428571428571427,0.6475409836065574,4.360655737704918,0.09836065573770492
hc3_medicine_95_ai_0,hc3_medicine,ai,,291,16,18.1875,0.41924398625429554,4.855670103092783,0.12027491408934708
hc3_medicine_95_ai_1,hc3_medicine,ai,,320,18,17.77777777777778,0.446875,4.81875,0.103125
hc3_medicine_95_ai_2,hc3_medicine,ai,,190,10,19.0,0.48947368421052634,4.721052631578948,0.12105263157894737
hc3_medicine_96_human_0,hc3_medicine,human,,66,9,7.333333333333333,0.7727272727272727,4.787878787878788,0.16666666666666666
hc3_medicine_96_ai_0,hc3_medicine,ai,,182,9,20.22222222222222,0.5274725274725275,5.197802197802198,0.0989010989010989
hc3_medicine_96_ai_1,hc3_medicine,ai,,178,7,25.428571428571427,0.5056179775280899,5.073033707865169,0.09550561797752809
hc3_medicine_96_ai_2,hc3_medicine,ai,,125,5,25.0,0.496,5.2,0.072
hc3_medicine_97_human_0,hc3_medicine,human,,86,9,9.555555555555555,0.7325581395348837,4.8604651162790695,0.16279069767441862
hc3_medicine_97_ai_0,hc3_medicine,ai,,143,6,23.833333333333332,0.6153846153846154,5.181818181818182,0.11188811188811189
hc3_medicine_97_ai_1,hc3_medicine,ai,,174,10,17.4,0.5517241379310345,5.545977011494253,0.12643678160919541
hc3_medicine_97_ai_2,hc3_medicine,ai,,255,11,23.181818181818183,0.4666666666666667,5.298039215686274,0.1411764705882353
hc3_medicine_98_human_0,hc3_medicine,human,,129,8,16.125,0.7906976744186046,5.395348837209302,0.21705426356589147
hc3_medicine_98_ai_0,hc3_medicine,ai,,207,8,25.875,0.5555555555555556,5.256038647342995,0.11594202898550725
hc3_medicine_98_ai_1,hc3_medicine,ai,,204,10,20.4,0.5196078431372549,5.132352941176471,0.10294117647058823
hc3_medicine_98_ai_2,hc3_medicine,ai,,139,5,27.8,0.5683453237410072,5.266187050359712,0.07194244604316546
hc3_medicine_99_human_0,hc3_medicine,human,,25,1,25.0,0.84,4.68,0.16
hc3_medicine_99_ai_0,hc3_medicine,ai,,198,10,19.8,0.5454545454545454,4.833333333333333,0.11616161616161616
hc3_medicine_99_ai_1,hc3_medicine,ai,,194,8,24.25,0.5154639175257731,5.216494845360825,0.10309278350515463
hc3_medicine_99_ai_2,hc3_medicine,ai,,165,6,27.5,0.5212121212121212,4.8121212121212125,0.11515151515151516
hc3_medicine_100_human_0,hc3_medicine,human,,49,4,12.25,0.8979591836734694,4.612244897959184,0.061224489795918366
hc3_medicine_100_ai_0,hc3_medicine,ai,,196,10,19.6,0.5510204081632653,4.73469387755102,0.1377551020408163
hc3_medicine_100_ai_1,hc3_medicine,ai,,180,9,20.0,0.5888888888888889,4.927777777777778,0.12777777777777777
hc3_medicine_100_ai_2,hc3_medicine,ai,,200,10,20.0,0.56,4.97,0.165
hc3_medicine_101_human_0,hc3_medicine,human,,42,4,10.5,0.8809523809523809,5.0,0.16666666666666666
hc3_medicine_101_ai_0,hc3_medicine,ai,,195,9,21.666666666666668,0.517948717948718,4.994871794871795,0.11282051282051282
